call_id,date,customer_code,product_code,market,sales_rep,duration_minutes,transcript,outcome
CALL000558,2020-10-01,90013122,A2821150806,Italy,Rep-25,8,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000559,2019-08-01,90022074,A1919150401,USA,Rep-03,6,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000560,2019-11-01,90015144,A2319150302,Norway,Rep-06,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000561,2021-07-01,90011186,A1819150304,France,Rep-25,21,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000562,2019-04-01,90022073,A6419160301,USA,Rep-11,11,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000563,2021-04-01,90014135,A2721150704,Netherlands,Rep-18,27,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000564,2020-02-01,70010047,A6919160302,Bangladesh,Rep-13,4,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000565,2019-01-01,90008168,A5318110103,Australia,Rep-25,19,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000566,2019-07-01,90017049,A3320150504,Portugal,Rep-01,24,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000567,2021-04-01,80007195,A4620110605,South Korea,Rep-14,28,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000568,2020-10-01,90004064,A6519160401,Japan,Rep-06,8,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000569,2020-10-01,90018105,A3119150302,Spain,Rep-30,16,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000570,2018-09-01,80006155,A1819150303,Philiphines,Rep-26,6,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000571,2020-12-01,90014136,A5419110208,Netherlands,Rep-21,28,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000572,2019-02-01,70011194,A2620150604,France,Rep-29,30,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000573,2021-03-01,70017060,A2419150401,Portugal,Rep-14,28,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000574,2019-09-01,90019203,A2118150104,Sweden,Rep-02,10,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000575,2019-03-01,90018110,A1118150202,Spain,Rep-04,17,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000576,2020-03-01,90018106,A6918160303,Spain,Rep-06,9,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000577,2020-03-01,70003181,A6620160502,Indonesia,Rep-24,17,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000578,2019-06-01,70014143,A4218110201,Netherlands,Rep-12,24,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000579,2020-08-01,90012033,A3320150504,Germany,Rep-19,29,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000580,2019-04-01,90023025,A3521150702,Canada,Rep-13,11,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000581,2020-01-01,90009128,A2520150504,Newzealand,Rep-22,17,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000582,2018-12-01,90013120,A2918150105,Italy,Rep-07,20,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000583,2021-02-01,70011194,A2620150602,France,Rep-28,6,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000584,2018-12-01,90019202,A5520110305,Sweden,Rep-20,10,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000585,2019-10-01,90017056,A7119160103,Portugal,Rep-04,26,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000586,2020-07-01,90013117,A5520110307,Italy,Rep-26,16,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000587,2020-04-01,90002011,A7220160203,India,Rep-10,24,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000588,2018-11-01,70018115,A3019150206,Spain,Rep-16,21,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000589,2020-07-01,90022077,A2419150404,USA,Rep-01,29,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000590,2020-06-01,80006154,A5721110507,Philiphines,Rep-16,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000591,2019-06-01,70007199,A6121110208,South Korea,Rep-06,13,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000592,2020-06-01,90001020,A3320150506,China,Rep-24,14,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000593,2021-03-01,70006158,A2118150104,Philiphines,Rep-24,14,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000594,2020-11-01,90001020,A6818160201,China,Rep-14,26,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000595,2020-07-01,70019204,A0519150205,Sweden,Rep-05,8,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000596,2019-12-01,90023030,A5318110104,Canada,Rep-06,27,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000597,2020-07-01,90016174,A5419110202,Poland,Rep-22,15,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000598,2020-04-01,90022080,A4118110105,USA,Rep-14,4,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000599,2020-09-01,90001021,A3920150303,China,Rep-19,27,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000600,2020-04-01,90022083,A4821110805,USA,Rep-09,24,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000601,2020-10-01,90011189,A2118150102,France,Rep-26,10,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000602,2018-12-01,90001021,A2620150602,China,Rep-17,24,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000603,2020-01-01,70007198,A2620150604,South Korea,Rep-12,21,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000604,2020-09-01,70011194,A0418150101,France,Rep-12,16,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000605,2021-07-01,80006154,A1919150403,Philiphines,Rep-15,8,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000606,2019-03-01,90022071,A5419110205,USA,Rep-04,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000607,2021-03-01,90020097,A4218110206,Austria,Rep-28,10,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000608,2021-04-01,90015148,A4821110806,Norway,Rep-08,26,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000609,2020-10-01,90014136,A4118110102,Netherlands,Rep-05,5,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000610,2019-11-01,90019203,A5721110503,Sweden,Rep-07,9,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000611,2021-07-01,90020099,A4519110502,Austria,Rep-21,26,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000612,2021-06-01,70005163,A5721110505,Pakistan,Rep-14,30,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000613,2019-02-01,90018106,A3819150203,Spain,Rep-22,5,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000614,2019-06-01,70014143,A7321160301,Netherlands,Rep-24,23,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000615,2019-03-01,90009127,A4821110802,Newzealand,Rep-12,11,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000616,2020-12-01,70003181,A0619150301,Indonesia,Rep-11,24,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000617,2021-05-01,70004070,A4821110808,Japan,Rep-26,4,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000618,2019-07-01,90023024,A1420150501,Canada,Rep-13,20,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000619,2021-02-01,90019200,A3018150202,Sweden,Rep-24,5,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000620,2020-11-01,90005161,A1420150502,Pakistan,Rep-02,13,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000621,2019-06-01,80006154,A4218110204,Philiphines,Rep-29,16,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000622,2021-08-01,70004070,A4021150405,Japan,Rep-09,21,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000623,2019-07-01,90021093,A4319110306,United Kingdom,Rep-22,19,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000624,2019-10-01,70013125,A3120150304,Italy,Rep-01,10,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000625,2019-03-01,90021093,A0220150203,United Kingdom,Rep-21,26,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000626,2019-12-01,90007197,A6018110103,South Korea,Rep-16,16,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000627,2021-05-01,90012038,A4821110806,Germany,Rep-30,17,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000628,2020-02-01,90011186,A4021150405,France,Rep-04,4,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000629,2020-10-01,70007198,A3421150605,South Korea,Rep-15,25,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000630,2019-06-01,70016178,A4620110604,Poland,Rep-11,29,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000631,2020-01-01,90009128,A6018110101,Newzealand,Rep-15,21,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000632,2019-11-01,70020104,A0320150301,Austria,Rep-17,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000633,2020-08-01,90020102,A0519150203,Austria,Rep-22,14,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000634,2021-07-01,90001021,A0418150101,China,Rep-15,28,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000635,2021-06-01,90005160,A2319150304,Pakistan,Rep-10,23,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000636,2020-07-01,90005162,A2918150106,Pakistan,Rep-11,27,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000637,2021-03-01,70018115,A6419160301,Spain,Rep-07,22,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000638,2018-09-01,70007198,A2319150301,South Korea,Rep-11,12,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000639,2018-09-01,90020099,A2520150501,Austria,Rep-12,18,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000640,2019-02-01,90018105,A2319150306,Spain,Rep-26,4,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000641,2020-08-01,90011189,A6718160102,France,Rep-13,14,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000642,2019-12-01,90022071,A5621110405,USA,Rep-27,22,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000643,2019-11-01,90015145,A5419110202,Norway,Rep-06,28,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000644,2019-10-01,90014139,A4021150403,Netherlands,Rep-17,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000645,2020-11-01,70003181,A1420150501,Indonesia,Rep-15,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000646,2020-08-01,90016175,A4821110801,Poland,Rep-22,30,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000647,2021-04-01,90009132,A4520110507,Newzealand,Rep-22,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000648,2019-12-01,90011185,A4218110204,France,Rep-21,25,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000649,2019-01-01,90009130,A5620110401,Newzealand,Rep-01,25,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000650,2021-01-01,90018107,A2821150805,Spain,Rep-22,22,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000651,2020-10-01,80001019,A3621150802,China,Rep-26,12,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000652,2020-08-01,90003180,A2020150501,Indonesia,Rep-20,9,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000653,2018-11-01,90021089,A7220160202,United Kingdom,Rep-21,22,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000654,2019-08-01,90015147,A3320150505,Norway,Rep-01,29,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000655,2020-07-01,90008166,A0321150303,Australia,Rep-19,12,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000656,2018-12-01,90004061,A4620110601,Japan,Rep-25,5,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000657,2020-12-01,90001020,A2918150102,China,Rep-07,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000658,2019-10-01,70009133,A0921150603,Newzealand,Rep-05,24,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000659,2018-10-01,70009134,A4319110302,Newzealand,Rep-09,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000660,2021-07-01,90019200,A6520160403,Sweden,Rep-03,27,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000661,2020-12-01,90001021,A0418150102,China,Rep-09,12,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000662,2019-07-01,80001019,A3220150401,China,Rep-22,25,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000663,2019-09-01,90021089,A1521150602,United Kingdom,Rep-30,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000664,2020-08-01,90004063,A3920150301,Japan,Rep-21,15,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000665,2018-11-01,90004062,A6919160302,Japan,Rep-20,15,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000666,2019-08-01,90014140,A2520150505,Netherlands,Rep-05,20,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000667,2021-06-01,90015144,A5721110507,Norway,Rep-24,16,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000668,2021-05-01,90018108,A1319150401,Spain,Rep-01,30,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000669,2021-07-01,90008166,A1320150403,Australia,Rep-19,4,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000670,2018-12-01,90002009,A1319150401,India,Rep-23,15,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000671,2019-11-01,90013122,A6319160201,Italy,Rep-04,28,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000672,2021-06-01,90014135,A2020150501,Netherlands,Rep-10,26,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000673,2020-04-01,90005160,A2520150502,Pakistan,Rep-10,17,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000674,2021-03-01,90022080,A5318110104,USA,Rep-30,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000675,2021-02-01,90002006,A4519110502,India,Rep-14,7,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000676,2020-06-01,90016174,A1119150203,Poland,Rep-29,18,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000677,2019-05-01,90017050,A0519150208,Portugal,Rep-23,9,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000678,2018-11-01,90005160,A7219160201,Pakistan,Rep-06,24,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000679,2021-02-01,90012040,A5520110307,Germany,Rep-07,23,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000680,2020-05-01,80007196,A2319150306,South Korea,Rep-07,27,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000681,2019-10-01,90017059,A5419110205,Portugal,Rep-06,9,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
CALL000682,2019-09-01,90019201,A2520150501,Sweden,Rep-23,9,"Sales Rep: Are you satisfied with the product? Customer: Yes, the product is performing well. Sales Rep: Would you consider increasing the order? Customer: We are evaluating the next purchase.",Follow-up required
