date,product_code,market,opening_stock_units,received_units,closing_stock_units,stockout_flag,stockout_hours
2019-03-01,A4419110401,Sweden,28,14,41,0,0
2019-03-01,A4419110401,Pakistan,19,14,32,0,0
2019-03-01,A4419110401,Bangladesh,26,11,34,0,0
2019-03-01,A4419110401,Philiphines,19,19,36,0,0
2019-03-01,A4419110401,Australia,27,16,35,0,0
2019-03-01,A4419110401,Newzealand,21,13,33,0,0
2019-03-01,A4419110401,Austria,24,11,35,0,0
2019-03-01,A4419110401,Poland,21,18,39,0,0
2019-03-01,A4419110401,Norway,22,13,35,0,0
2019-03-01,A4419110401,Netherlands,26,20,46,0,0
2019-03-01,A4419110401,Japan,23,16,40,0,0
2019-03-01,A4419110401,France,24,21,33,0,0
2019-03-01,A4419110401,Canada,30,17,42,0,0
2019-03-01,A4419110401,Germany,19,17,37,0,0
2019-03-01,A4419110401,United Kingdom,23,12,31,0,0
2019-03-01,A4419110401,Spain,24,16,40,0,0
2019-03-01,A4419110401,Italy,28,22,50,0,0
2019-03-01,A4419110401,Portugal,21,16,35,0,0
2019-03-01,A4419110401,USA,55,50,59,0,0
2019-03-01,A4419110401,India,85,59,87,0,0
2019-03-01,A4319110306,China,24,19,35,0,0
2019-03-01,A4319110306,Indonesia,28,13,30,0,0
2019-03-01,A4319110306,South Korea,19,21,39,0,0
2019-03-01,A4319110306,Sweden,21,14,35,0,0
2019-03-01,A4319110306,Pakistan,25,22,43,0,0
2019-03-01,A4319110306,Bangladesh,19,16,35,0,0
2019-03-01,A4319110306,Philiphines,24,20,43,0,0
2019-03-01,A4319110306,Australia,18,16,34,0,0
2019-03-01,A4319110306,Newzealand,24,14,38,0,0
2019-03-01,A4319110306,Austria,29,18,47,0,0
2019-03-01,A4319110306,Poland,29,21,48,0,0
2019-03-01,A4319110306,Norway,22,17,39,0,0
2019-03-01,A4319110306,Netherlands,18,14,32,0,0
2019-03-01,A4319110306,Japan,29,19,48,0,0
2019-03-01,A4319110306,France,25,22,33,0,0
2019-03-01,A4319110306,Canada,25,14,27,0,0
2019-03-01,A4319110306,Germany,28,15,38,0,0
2019-03-01,A4319110306,United Kingdom,23,19,36,0,0
2019-03-01,A4319110306,Spain,23,18,41,0,0
2019-03-01,A4319110306,Italy,28,14,34,0,0
2019-03-01,A4319110306,Portugal,24,22,45,0,0
2019-03-01,A4319110306,USA,87,73,100,0,0
2019-03-01,A4319110306,India,122,89,132,0,0
2019-03-01,A4319110305,China,23,23,46,0,0
2019-03-01,A4319110305,Indonesia,29,14,32,0,0
2019-03-01,A4319110305,South Korea,96,55,69,0,0
2019-03-01,A4319110305,Sweden,29,22,52,0,0
2019-03-01,A4319110305,Pakistan,22,13,32,0,0
2019-03-01,A4319110305,Bangladesh,21,22,38,0,0
2019-03-01,A4319110305,Philiphines,27,12,39,0,0
2019-03-01,A4319110305,Australia,29,18,47,0,0
2019-03-01,A4319110305,Newzealand,27,12,39,0,0
2019-03-01,A4319110305,Austria,27,15,42,0,0
2019-03-01,A4319110305,Poland,30,15,44,0,0
2019-03-01,A4319110305,Norway,25,11,36,0,0
2019-03-01,A4319110305,Netherlands,29,18,47,0,0
2019-03-01,A4319110305,Japan,18,21,39,0,0
2019-03-01,A4319110305,France,20,13,23,0,0
2019-03-01,A4319110305,Canada,21,21,31,0,0
2019-03-01,A4319110305,Germany,29,19,34,0,0
2019-03-01,A4319110305,United Kingdom,20,12,27,0,0
2019-03-01,A4319110305,Spain,23,19,42,0,0
2019-03-01,A4319110305,Italy,18,13,25,0,0
2019-03-01,A4319110305,Portugal,19,19,33,0,0
2019-03-01,A4319110305,USA,25,20,36,0,0
2019-03-01,A4319110305,India,90,66,68,0,0
2019-03-01,A4319110304,China,29,22,51,0,0
2019-03-01,A4319110304,Indonesia,29,21,37,0,0
2019-03-01,A4319110304,South Korea,86,46,68,0,0
2019-03-01,A4319110304,Sweden,23,17,39,0,0
2019-03-01,A4319110304,Pakistan,29,20,46,0,0
2019-03-01,A4319110304,Bangladesh,24,17,41,0,0
2019-03-01,A4319110304,Philiphines,20,23,43,0,0
2019-03-01,A4319110304,Australia,22,19,31,0,0
2019-03-01,A4319110304,Newzealand,22,21,43,0,0
2019-03-01,A4319110304,Austria,25,18,43,0,0
2019-03-01,A4319110304,Poland,23,15,38,0,0
2019-03-01,A4319110304,Norway,28,12,39,0,0
2019-03-01,A4319110304,Netherlands,26,15,40,0,0
2019-03-01,A4319110304,Japan,21,21,42,0,0
2019-03-01,A4319110304,France,23,20,43,0,0
2019-03-01,A4319110304,Canada,27,13,32,0,0
2019-03-01,A4319110304,Germany,21,21,29,0,0
2019-03-01,A4319110304,United Kingdom,19,19,32,0,0
2019-03-01,A4319110304,Spain,27,15,41,0,0
2019-03-01,A4319110304,Italy,23,17,40,0,0
2019-03-01,A4319110304,Portugal,19,19,38,0,0
2019-03-01,A4319110304,USA,37,27,35,0,0
2019-03-01,A4319110304,India,130,111,143,0,0
2019-03-01,A4319110302,China,18,18,32,0,0
2019-03-01,A4319110302,Indonesia,27,17,45,0,0
2019-03-01,A4319110302,South Korea,24,18,42,0,0
2019-03-01,A4319110302,Sweden,18,12,31,0,0
2019-03-01,A4319110302,Pakistan,28,21,45,0,0
2019-03-01,A4319110302,Bangladesh,25,12,35,0,0
2019-03-01,A4319110302,Philiphines,30,19,32,0,0
2019-03-01,A4319110302,Australia,21,12,31,0,0
2019-03-01,A4319110302,Newzealand,23,15,38,0,0
2019-03-01,A4319110302,Austria,26,14,40,0,0
2019-03-01,A4319110302,Poland,29,16,44,0,0
2019-03-01,A4319110302,Norway,27,14,42,0,0
2019-03-01,A4319110302,Netherlands,26,12,37,0,0
2019-03-01,A4319110302,Japan,28,21,49,0,0
2019-03-01,A4319110302,France,19,12,19,0,0
2019-03-01,A4319110302,Canada,27,12,22,0,0
2019-03-01,A4319110302,Germany,25,16,38,0,0
2019-03-01,A4319110302,United Kingdom,21,21,42,0,0
2019-03-01,A4319110302,Spain,21,18,39,0,0
2019-03-01,A4319110302,Italy,21,13,27,0,0
2019-03-01,A4319110302,Portugal,19,23,37,0,0
2019-03-01,A4319110302,USA,39,24,29,0,0
2019-03-01,A4319110302,India,92,93,94,0,0
2019-03-01,A4318110301,China,26,21,41,0,0
2019-03-01,A4318110301,Indonesia,24,18,31,0,0
2019-03-01,A4318110301,South Korea,36,28,30,0,0
2019-03-01,A4318110301,Sweden,26,11,37,0,0
2019-03-01,A4318110301,Pakistan,20,20,39,0,0
2019-03-01,A4318110301,Bangladesh,24,22,44,0,0
2019-03-01,A4318110301,Philiphines,29,16,27,0,0
2019-03-01,A4318110301,Australia,27,21,34,0,0
2019-03-01,A4318110301,Newzealand,25,11,36,0,0
2019-03-01,A4318110301,Austria,25,21,46,0,0
2019-03-01,A4318110301,Poland,19,14,32,0,0
2019-03-01,A4318110301,Norway,23,21,44,0,0
2019-03-01,A4318110301,Netherlands,22,14,35,0,0
2019-03-01,A4318110301,Japan,24,13,37,0,0
2019-03-01,A4318110301,France,29,23,39,0,0
2019-03-01,A4318110301,Canada,27,19,34,0,0
2019-03-01,A4318110301,Germany,25,21,40,0,0
2019-03-01,A4318110301,United Kingdom,26,12,32,0,0
2019-03-01,A4318110301,Spain,27,23,50,0,0
2019-03-01,A4318110301,Italy,23,15,30,0,0
2019-03-01,A4318110301,Portugal,28,13,36,0,0
2019-03-01,A4318110301,USA,49,29,42,0,0
2019-03-01,A4318110301,India,93,56,84,0,0
2019-03-01,A4218110208,China,18,15,29,0,0
2019-03-01,A4218110208,Indonesia,24,17,41,0,0
2019-03-01,A4218110208,South Korea,73,51,63,0,0
2019-03-01,A4218110208,Sweden,19,13,32,0,0
2019-03-01,A4218110208,Pakistan,26,15,37,0,0
2019-03-01,A4218110208,Bangladesh,29,13,40,0,0
2019-03-01,A4218110208,Philiphines,27,17,43,0,0
2019-03-01,A4218110208,Australia,19,23,32,0,0
2019-03-01,A4218110208,Newzealand,19,18,37,0,0
2019-03-01,A4218110208,Austria,22,11,33,0,0
2019-03-01,A4218110208,Poland,21,23,42,0,0
2019-03-01,A4218110208,Norway,18,21,40,0,0
2019-03-01,A4218110208,Netherlands,18,16,34,0,0
2019-03-01,A4218110208,Japan,22,17,40,0,0
2019-03-01,A4218110208,France,20,20,24,0,0
2019-03-01,A4218110208,Canada,22,20,22,0,0
2019-03-01,A4218110208,Germany,28,22,43,0,0
2019-03-01,A4218110208,United Kingdom,30,20,49,0,0
2019-03-01,A4218110208,Spain,28,14,42,0,0
2019-03-01,A4218110208,Italy,21,14,28,0,0
2019-03-01,A4218110208,Portugal,20,20,38,0,0
2019-03-01,A4218110208,USA,60,33,48,0,0
2019-03-01,A4218110208,India,63,52,72,0,0
2019-03-01,A4218110207,China,26,21,37,0,0
2019-03-01,A4218110207,Indonesia,28,11,38,0,0
2019-03-01,A4218110207,South Korea,61,55,68,0,0
2019-03-01,A4218110207,Sweden,30,15,45,0,0
2019-03-01,A4218110207,Pakistan,27,20,47,0,0
2019-03-01,A4218110207,Bangladesh,19,17,35,0,0
2019-03-01,A4218110207,Philiphines,22,13,27,0,0
2019-03-01,A4218110207,Australia,25,12,23,0,0
2019-03-01,A4218110207,Newzealand,21,21,42,0,0
2019-03-01,A4218110207,Austria,23,12,35,0,0
2019-03-01,A4218110207,Poland,26,15,39,0,0
2019-03-01,A4218110207,Norway,25,17,42,0,0
2019-03-01,A4218110207,Netherlands,28,16,45,0,0
2019-03-01,A4218110207,Japan,21,22,43,0,0
2019-03-01,A4218110207,France,29,14,33,0,0
2019-03-01,A4218110207,Canada,22,21,30,0,0
2019-03-01,A4218110207,Germany,29,11,30,0,0
2019-03-01,A4218110207,United Kingdom,21,18,34,0,0
2019-03-01,A4218110207,Spain,24,18,42,0,0
2019-03-01,A4218110207,Italy,29,19,44,0,0
2019-03-01,A4218110207,Portugal,21,15,33,0,0
2019-03-01,A4218110207,USA,60,32,52,0,0
2019-03-01,A4218110207,India,94,54,75,0,0
2019-03-01,A4218110206,China,23,13,29,0,0
2019-03-01,A4218110206,Indonesia,26,14,31,0,0
2019-03-01,A4218110206,South Korea,45,41,45,0,0
2019-03-01,A4218110206,Sweden,26,15,41,0,0
2019-03-01,A4218110206,Pakistan,20,11,28,0,0
2019-03-01,A4218110206,Bangladesh,27,13,38,0,0
2019-03-01,A4218110206,Philiphines,25,18,43,0,0
2019-03-01,A4218110206,Australia,20,15,23,0,0
2019-03-01,A4218110206,Newzealand,19,16,35,0,0
2019-03-01,A4218110206,Austria,25,21,47,0,0
2019-03-01,A4218110206,Poland,19,17,36,0,0
2019-03-01,A4218110206,Norway,26,22,48,0,0
2019-03-01,A4218110206,Netherlands,30,19,49,0,0
2019-03-01,A4218110206,Japan,19,19,39,0,0
2019-03-01,A4218110206,France,24,13,21,0,0
2019-03-01,A4218110206,Canada,29,12,41,0,0
2019-03-01,A4218110206,Germany,29,23,47,0,0
2019-03-01,A4218110206,United Kingdom,18,13,23,0,0
2019-03-01,A4218110206,Spain,28,14,42,0,0
2019-03-01,A4218110206,Italy,21,13,22,0,0
2019-03-01,A4218110206,Portugal,27,16,41,0,0
2019-03-01,A4218110206,USA,76,76,89,0,0
2019-03-01,A4218110206,India,139,75,89,0,0
2019-03-01,A4218110205,China,24,14,29,0,0
2019-03-01,A4218110205,Indonesia,20,14,32,0,0
2019-03-01,A4218110205,South Korea,23,21,44,0,0
2019-03-01,A4218110205,Sweden,23,21,44,0,0
2019-03-01,A4218110205,Pakistan,30,12,38,0,0
2019-03-01,A4218110205,Bangladesh,25,22,45,0,0
2019-03-01,A4218110205,Philiphines,30,18,27,0,0
2019-03-01,A4218110205,Australia,20,12,29,0,0
2019-03-01,A4218110205,Newzealand,30,16,46,0,0
2019-03-01,A4218110205,Austria,24,22,46,0,0
2019-03-01,A4218110205,Poland,19,22,40,0,0
2019-03-01,A4218110205,Norway,25,22,47,0,0
2019-03-01,A4218110205,Netherlands,22,23,45,0,0
2019-03-01,A4218110205,Japan,22,14,36,0,0
2019-03-01,A4218110205,France,22,18,34,0,0
2019-03-01,A4218110205,Canada,23,12,23,0,0
2019-03-01,A4218110205,Germany,21,12,34,0,0
2019-03-01,A4218110205,United Kingdom,27,19,35,0,0
2019-03-01,A4218110205,Spain,20,20,41,0,0
2019-03-01,A4218110205,Italy,20,12,27,0,0
2019-03-01,A4218110205,Portugal,19,14,33,0,0
2019-03-01,A4218110205,USA,65,46,58,0,0
2019-03-01,A4218110205,India,128,136,140,0,0
2019-03-01,A4218110204,China,18,14,33,0,0
2019-03-01,A4218110204,Indonesia,22,13,20,0,0
2019-03-01,A4218110204,South Korea,88,44,76,0,0
2019-03-01,A4218110204,Sweden,18,17,35,0,0
2019-03-01,A4218110204,Pakistan,19,15,32,0,0
2019-03-01,A4218110204,Bangladesh,25,22,47,0,0
2019-03-01,A4218110204,Philiphines,26,20,26,0,0
2019-03-01,A4218110204,Australia,19,15,27,0,0
2019-03-01,A4218110204,Newzealand,29,21,49,0,0
2019-03-01,A4218110204,Austria,26,22,48,0,0
2019-03-01,A4218110204,Poland,24,12,36,0,0
2019-03-01,A4218110204,Norway,25,22,46,0,0
2019-03-01,A4218110204,Netherlands,28,14,42,0,0
2019-03-01,A4218110204,Japan,19,22,42,0,0
2019-03-01,A4218110204,France,29,23,42,0,0
2019-03-01,A4218110204,Canada,21,14,15,0,0
2019-03-01,A4218110204,Germany,24,17,33,0,0
2019-03-01,A4218110204,United Kingdom,21,22,40,0,0
2019-03-01,A4218110204,Spain,26,18,44,0,0
2019-03-01,A4218110204,Italy,28,14,32,0,0
2019-03-01,A4218110204,Portugal,25,13,36,0,0
2019-03-01,A4218110204,USA,43,35,39,0,0
2019-03-01,A4218110204,India,27,18,43,0,0
2019-03-01,A4218110202,China,29,19,41,0,0
2019-03-01,A4218110202,Indonesia,20,12,22,0,0
2019-03-01,A4218110202,South Korea,21,14,35,0,0
2019-03-01,A4218110202,Sweden,24,21,45,0,0
2019-03-01,A4218110202,Pakistan,27,18,45,0,0
2019-03-01,A4218110202,Bangladesh,20,16,33,0,0
2019-03-01,A4218110202,Philiphines,19,17,36,0,0
2019-03-01,A4218110202,Australia,25,21,35,0,0
2019-03-01,A4218110202,Newzealand,28,12,40,0,0
2019-03-01,A4218110202,Austria,22,15,37,0,0
2019-03-01,A4218110202,Poland,25,20,44,0,0
2019-03-01,A4218110202,Norway,28,16,43,0,0
2019-03-01,A4218110202,Netherlands,18,21,39,0,0
2019-03-01,A4218110202,Japan,22,17,39,0,0
2019-03-01,A4218110202,France,22,18,32,0,0
2019-03-01,A4218110202,Canada,27,17,32,0,0
2019-03-01,A4218110202,Germany,26,16,38,0,0
2019-03-01,A4218110202,United Kingdom,28,18,39,0,0
2019-03-01,A4218110202,Spain,25,12,36,0,0
2019-03-01,A4218110202,Italy,21,20,32,0,0
2019-03-01,A4218110202,Portugal,23,16,39,0,0
2019-03-01,A4218110202,USA,54,39,49,0,0
2019-03-01,A4218110202,India,118,59,92,0,0
2019-03-01,A4218110201,China,29,20,39,0,0
2019-03-01,A4218110201,Indonesia,23,21,32,0,0
2019-03-01,A4218110201,South Korea,59,41,57,0,0
2019-03-01,A4218110201,Sweden,20,14,34,0,0
2019-03-01,A4218110201,Pakistan,25,23,46,0,0
2019-03-01,A4218110201,Bangladesh,27,12,38,0,0
2019-03-01,A4218110201,Philiphines,35,23,34,0,0
2019-03-01,A4218110201,Australia,30,13,43,0,0
2019-03-01,A4218110201,Newzealand,30,11,41,0,0
2019-03-01,A4218110201,Austria,24,17,41,0,0
2019-03-01,A4218110201,Poland,28,14,42,0,0
2019-03-01,A4218110201,Norway,27,20,47,0,0
2019-03-01,A4218110201,Netherlands,24,13,37,0,0
2019-03-01,A4218110201,Japan,18,12,31,0,0
2019-03-01,A4218110201,France,30,14,27,0,0
2019-03-01,A4218110201,Canada,30,13,41,0,0
2019-03-01,A4218110201,Germany,24,18,31,0,0
2019-03-01,A4218110201,United Kingdom,22,20,31,0,0
2019-03-01,A4218110201,Spain,19,14,33,0,0
2019-03-01,A4218110201,Italy,19,20,27,0,0
2019-03-01,A4218110201,Portugal,28,19,46,0,0
2019-03-01,A4218110201,USA,23,17,22,0,0
2019-03-01,A4218110201,India,122,95,125,0,0
2019-03-01,A4118110107,China,22,13,31,0,0
2019-03-01,A4118110107,Indonesia,25,12,25,0,0
2019-03-01,A4118110107,South Korea,81,54,79,0,0
2019-03-01,A4118110107,Sweden,29,14,43,0,0
2019-03-01,A4118110107,Pakistan,24,12,35,0,0
2019-03-01,A4118110107,Bangladesh,22,17,39,0,0
2019-03-01,A4118110107,Philiphines,19,16,28,0,0
2019-03-01,A4118110107,Australia,28,12,40,0,0
2019-03-01,A4118110107,Newzealand,28,12,40,0,0
2019-03-01,A4118110107,Austria,22,19,41,0,0
2019-03-01,A4118110107,Poland,20,16,35,0,0
2019-03-01,A4118110107,Norway,26,18,44,0,0
2019-03-01,A4118110107,Netherlands,27,15,42,0,0
2019-03-01,A4118110107,Japan,27,11,38,0,0
2019-03-01,A4118110107,France,19,21,38,0,0
2019-03-01,A4118110107,Canada,30,18,33,0,0
2019-03-01,A4118110107,Germany,25,14,37,0,0
2019-03-01,A4118110107,United Kingdom,25,21,42,0,0
2019-03-01,A4118110107,Spain,19,19,38,0,0
2019-03-01,A4118110107,Italy,18,19,28,0,0
2019-03-01,A4118110107,Portugal,20,23,39,0,0
2019-03-01,A4118110107,USA,63,46,57,0,0
2019-03-01,A4118110107,India,133,71,119,0,0
2019-03-01,A4118110106,China,27,20,45,0,0
2019-03-01,A4118110106,Indonesia,30,19,49,0,0
2019-03-01,A4118110106,South Korea,26,13,27,0,0
2019-03-01,A4118110106,Sweden,19,15,34,0,0
2019-03-01,A4118110106,Pakistan,26,20,45,0,0
2019-03-01,A4118110106,Bangladesh,26,22,47,0,0
2019-03-01,A4118110106,Philiphines,31,21,31,0,0
2019-03-01,A4118110106,Australia,25,19,32,0,0
2019-03-01,A4118110106,Newzealand,21,21,42,0,0
2019-03-01,A4118110106,Austria,27,21,47,0,0
2019-03-01,A4118110106,Poland,27,22,48,0,0
2019-03-01,A4118110106,Norway,24,17,41,0,0
2019-03-01,A4118110106,Netherlands,19,17,37,0,0
2019-03-01,A4118110106,Japan,23,12,35,0,0
2019-03-01,A4118110106,France,28,13,32,0,0
2019-03-01,A4118110106,Canada,22,12,28,0,0
2019-03-01,A4118110106,Germany,27,17,38,0,0
2019-03-01,A4118110106,United Kingdom,21,23,39,0,0
2019-03-01,A4118110106,Spain,22,19,41,0,0
2019-03-01,A4118110106,Italy,22,15,31,0,0
2019-03-01,A4118110106,Portugal,20,11,29,0,0
2019-03-01,A4118110106,USA,56,46,55,0,0
2019-03-01,A4118110106,India,130,65,104,0,0
2019-03-01,A4118110105,China,23,15,36,0,0
2019-03-01,A4118110105,Indonesia,22,20,33,0,0
2019-03-01,A4118110105,South Korea,32,18,27,0,0
2019-03-01,A4118110105,Sweden,24,20,44,0,0
2019-03-01,A4118110105,Pakistan,23,22,45,0,0
2019-03-01,A4118110105,Bangladesh,28,15,43,0,0
2019-03-01,A4118110105,Philiphines,24,16,20,0,0
2019-03-01,A4118110105,Australia,25,15,37,0,0
2019-03-01,A4118110105,Newzealand,18,16,35,0,0
2019-03-01,A4118110105,Austria,22,19,41,0,0
2019-03-01,A4118110105,Poland,21,22,43,0,0
2019-03-01,A4118110105,Norway,29,21,49,0,0
2019-03-01,A4118110105,Netherlands,18,19,38,0,0
2019-03-01,A4118110105,Japan,26,15,41,0,0
2019-03-01,A4118110105,France,27,12,32,0,0
2019-03-01,A4118110105,Canada,22,19,32,0,0
2019-03-01,A4118110105,Germany,21,17,35,0,0
2019-03-01,A4118110105,United Kingdom,20,20,39,0,0
2019-03-01,A4118110105,Spain,21,20,42,0,0
2019-03-01,A4118110105,Italy,29,20,45,0,0
2019-03-01,A4118110105,Portugal,19,15,31,0,0
2019-03-01,A4118110105,USA,45,26,36,0,0
2019-03-01,A4118110105,India,66,39,47,0,0
2019-03-01,A4118110104,China,26,16,37,0,0
2019-03-01,A4118110104,Indonesia,22,12,34,0,0
2019-03-01,A4118110104,South Korea,60,60,70,0,0
2019-03-01,A4118110104,Sweden,19,15,33,0,0
2019-03-01,A4118110104,Pakistan,29,17,44,0,0
2019-03-01,A4118110104,Bangladesh,24,18,38,0,0
2019-03-01,A4118110104,Philiphines,19,15,30,0,0
2019-03-01,A4118110104,Australia,27,12,22,0,0
2019-03-01,A4118110104,Newzealand,27,19,47,0,0
2019-03-01,A4118110104,Austria,24,22,46,0,0
2019-03-01,A4118110104,Poland,30,20,49,0,0
2019-03-01,A4118110104,Norway,21,17,38,0,0
2019-03-01,A4118110104,Netherlands,28,16,44,0,0
2019-03-01,A4118110104,Japan,28,18,46,0,0
2019-03-01,A4118110104,France,24,12,18,0,0
2019-03-01,A4118110104,Canada,29,19,26,0,0
2019-03-01,A4118110104,Germany,19,22,37,0,0
2019-03-01,A4118110104,United Kingdom,20,18,26,0,0
2019-03-01,A4118110104,Spain,23,22,45,0,0
2019-03-01,A4118110104,Italy,29,17,40,0,0
2019-03-01,A4118110104,Portugal,21,15,33,0,0
2019-03-01,A4118110104,USA,58,44,57,0,0
2019-03-01,A4118110104,India,57,54,54,0,0
2019-03-01,A4118110102,China,22,19,34,0,0
2019-03-01,A4118110102,Indonesia,22,22,31,0,0
2019-03-01,A4118110102,South Korea,119,77,120,0,0
2019-03-01,A4118110102,Sweden,20,15,36,0,0
2019-03-01,A4118110102,Pakistan,19,21,38,0,0
2019-03-01,A4118110102,Bangladesh,19,19,36,0,0
2019-03-01,A4118110102,Philiphines,24,19,43,0,0
2019-03-01,A4118110102,Australia,24,12,30,0,0
2019-03-01,A4118110102,Newzealand,20,12,32,0,0
2019-03-01,A4118110102,Austria,21,17,38,0,0
2019-03-01,A4118110102,Poland,22,11,32,0,0
2019-03-01,A4118110102,Norway,18,15,33,0,0
2019-03-01,A4118110102,Netherlands,28,18,46,0,0
2019-03-01,A4118110102,Japan,27,16,43,0,0
2019-03-01,A4118110102,France,22,12,19,0,0
2019-03-01,A4118110102,Canada,25,19,33,0,0
2019-03-01,A4118110102,Germany,22,17,31,0,0
2019-03-01,A4118110102,United Kingdom,18,13,29,0,0
2019-03-01,A4118110102,Spain,25,16,42,0,0
2019-03-01,A4118110102,Italy,27,21,44,0,0
2019-03-01,A4118110102,Portugal,22,18,37,0,0
2019-03-01,A4118110102,USA,45,38,42,0,0
2019-03-01,A4118110102,India,25,26,29,0,0
2019-03-01,A4118110101,China,22,12,24,0,0
2019-03-01,A4118110101,Indonesia,24,12,30,0,0
2019-03-01,A4118110101,South Korea,84,62,88,0,0
2019-03-01,A4118110101,Sweden,20,13,34,0,0
2019-03-01,A4118110101,Pakistan,26,19,43,0,0
2019-03-01,A4118110101,Bangladesh,30,21,49,0,0
2019-03-01,A4118110101,Philiphines,27,24,26,0,0
2019-03-01,A4118110101,Australia,24,21,29,0,0
2019-03-01,A4118110101,Newzealand,22,22,44,0,0
2019-03-01,A4118110101,Austria,25,15,41,0,0
2019-03-01,A4118110101,Poland,29,13,39,0,0
2019-03-01,A4118110101,Norway,29,21,49,0,0
2019-03-01,A4118110101,Netherlands,23,16,40,0,0
2019-03-01,A4118110101,Japan,27,20,47,0,0
2019-03-01,A4118110101,France,24,18,27,0,0
2019-03-01,A4118110101,Canada,27,12,35,0,0
2019-03-01,A4118110101,Germany,29,14,35,0,0
2019-03-01,A4118110101,United Kingdom,27,21,40,0,0
2019-03-01,A4118110101,Spain,19,20,39,0,0
2019-03-01,A4118110101,Italy,21,23,33,0,0
2019-03-01,A4118110101,Portugal,27,19,46,0,0
2019-03-01,A4118110101,USA,18,18,19,0,0
2019-03-01,A4118110101,India,24,21,35,0,0
2019-03-01,A7321160303,China,25,17,42,0,0
2019-03-01,A7321160303,Indonesia,28,23,51,0,0
2019-03-01,A7321160303,South Korea,28,22,50,0,0
2019-03-01,A7321160303,Sweden,19,12,31,0,0
2019-03-01,A7321160303,Pakistan,26,23,49,0,0
2019-03-01,A7321160303,Bangladesh,27,15,43,0,0
2019-03-01,A7321160303,Philiphines,19,17,36,0,0
2019-03-01,A7321160303,Australia,24,12,36,0,0
2019-03-01,A7321160303,Newzealand,26,20,46,0,0
2019-03-01,A7321160303,Austria,22,12,34,0,0
2019-03-01,A7321160303,Poland,22,16,38,0,0
2019-03-01,A7321160303,Norway,19,23,42,0,0
2019-03-01,A7321160303,Netherlands,27,15,43,0,0
2019-03-01,A7321160303,Japan,21,18,38,0,0
2019-03-01,A7321160303,France,23,22,46,0,0
2019-03-01,A7321160303,Canada,24,19,43,0,0
2019-03-01,A7321160303,Germany,19,12,31,0,0
2019-03-01,A7321160303,United Kingdom,23,21,44,0,0
2019-03-01,A7321160303,Spain,20,18,37,0,0
2019-03-01,A7321160303,Italy,21,17,38,0,0
2019-03-01,A7321160303,Portugal,22,13,35,0,0
2019-03-01,A7321160303,USA,24,21,45,0,0
2019-03-01,A7321160303,India,23,13,36,0,0
2019-03-01,A7321160302,China,19,20,39,0,0
2019-03-01,A7321160302,Indonesia,22,16,39,0,0
2019-03-01,A7321160302,South Korea,18,21,40,0,0
2019-03-01,A7321160302,Sweden,21,20,41,0,0
2019-03-01,A7321160302,Pakistan,19,20,39,0,0
2019-03-01,A7321160302,Bangladesh,20,19,39,0,0
2019-03-01,A7321160302,Philiphines,24,14,38,0,0
2019-03-01,A7321160302,Australia,29,17,46,0,0
2019-03-01,A7321160302,Newzealand,20,16,37,0,0
2019-03-01,A7321160302,Austria,27,21,48,0,0
2019-03-01,A7321160302,Poland,19,19,38,0,0
2019-03-01,A7321160302,Norway,22,16,38,0,0
2019-03-01,A7321160302,Netherlands,23,19,42,0,0
2019-03-01,A7321160302,Japan,19,17,37,0,0
2019-03-01,A7321160302,France,26,15,41,0,0
2019-03-01,A7321160302,Canada,20,19,39,0,0
2019-03-01,A7321160302,Germany,28,14,42,0,0
2019-03-01,A7321160302,United Kingdom,25,12,37,0,0
2019-03-01,A7321160302,Spain,27,12,39,0,0
2019-03-01,A7321160302,Italy,20,16,36,0,0
2019-03-01,A7321160302,Portugal,22,18,40,0,0
2019-03-01,A7321160302,USA,26,15,42,0,0
2019-03-01,A7321160302,India,23,16,40,0,0
2019-03-01,A7321160301,China,26,22,47,0,0
2019-03-01,A7321160301,Indonesia,23,15,38,0,0
2019-03-01,A7321160301,South Korea,26,17,43,0,0
2019-03-01,A7321160301,Sweden,26,12,38,0,0
2019-03-01,A7321160301,Pakistan,22,21,42,0,0
2019-03-01,A7321160301,Bangladesh,29,14,42,0,0
2019-03-01,A7321160301,Philiphines,27,22,48,0,0
2019-03-01,A7321160301,Australia,19,22,40,0,0
2019-03-01,A7321160301,Newzealand,18,17,35,0,0
2019-03-01,A7321160301,Austria,27,19,45,0,0
2019-03-01,A7321160301,Poland,26,22,47,0,0
2019-03-01,A7321160301,Norway,29,22,52,0,0
2019-03-01,A7321160301,Netherlands,26,21,47,0,0
2019-03-01,A7321160301,Japan,20,14,34,0,0
2019-03-01,A7321160301,France,19,13,32,0,0
2019-03-01,A7321160301,Canada,24,19,43,0,0
2019-03-01,A7321160301,Germany,24,21,45,0,0
2019-03-01,A7321160301,United Kingdom,29,23,52,0,0
2019-03-01,A7321160301,Spain,27,17,43,0,0
2019-03-01,A7321160301,Italy,29,16,45,0,0
2019-03-01,A7321160301,Portugal,27,22,49,0,0
2019-03-01,A7321160301,USA,26,17,43,0,0
2019-03-01,A7321160301,India,25,21,46,0,0
2019-03-01,A7220160203,China,25,12,37,0,0
2019-03-01,A7220160203,Indonesia,24,18,42,0,0
2019-03-01,A7220160203,South Korea,28,17,46,0,0
2019-03-01,A7220160203,Sweden,21,14,35,0,0
