ticket_id,date,customer_code,product_code,market,issue_category,sentiment,priority,ticket_text,resolution_time_hours
TKT000815,2019-09-01,70015151,A4118110106,Norway,Product information,neutral,Low,Please provide more information about the product and available variants.,6.5
TKT000816,2018-10-01,90015144,A1819150303,Norway,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.4
TKT000817,2019-05-01,70019204,A3621150804,Sweden,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,14.7
TKT000818,2019-09-01,90002003,A1219150302,India,Product information,neutral,Medium,Please provide more information about the product and available variants.,14.8
TKT000819,2020-06-01,90004066,A4319110306,Japan,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,18.0
TKT000820,2019-10-01,70012042,A6720160103,Germany,Product information,neutral,High,Please provide more information about the product and available variants.,13.4
TKT000821,2019-01-01,90011189,A6519160401,France,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,9.5
TKT000822,2019-11-01,90021092,A6119110201,United Kingdom,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.1
TKT000823,2018-09-01,90019203,A1118150202,Sweden,Positive,positive,Low,The product is performing well and we are considering another order.,7.4
TKT000824,2020-02-01,90013123,A3019150204,Italy,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.4
TKT000825,2020-05-01,90022071,A3220150404,USA,Product information,neutral,Low,Please provide more information about the product and available variants.,4.5
TKT000826,2020-12-01,90007197,A2118150101,South Korea,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.2
TKT000827,2021-02-01,90013120,A6120110205,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,7.2
TKT000828,2020-01-01,70005163,A5621110407,Pakistan,Positive,positive,Low,The product is performing well and we are considering another order.,10.7
TKT000829,2020-08-01,90019203,A1018150101,Sweden,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.1
TKT000830,2020-05-01,70023032,A1118150201,Canada,Positive,positive,Medium,The product is performing well and we are considering another order.,10.3
TKT000831,2020-02-01,90022077,A3220150406,USA,Positive,positive,Medium,The product is performing well and we are considering another order.,21.3
TKT000832,2020-08-01,90002015,A6818160201,India,Positive,positive,Medium,The product is performing well and we are considering another order.,5.8
TKT000833,2019-02-01,70010048,A1018150101,Bangladesh,Quality,neutral,High,We need clarification about the product quality and warranty.,2.8
TKT000834,2019-02-01,90009130,A5721110504,Newzealand,Product information,neutral,Low,Please provide more information about the product and available variants.,10.1
TKT000835,2019-04-01,90016171,A5721110505,Poland,Product information,neutral,Low,Please provide more information about the product and available variants.,23.2
TKT000836,2020-06-01,90022083,A5419110204,USA,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.2
TKT000837,2020-01-01,90020102,A2720150701,Austria,Quality,neutral,Medium,We need clarification about the product quality and warranty.,7.0
TKT000838,2020-08-01,70019204,A0418150102,Sweden,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.6
TKT000839,2020-02-01,80001019,A3421150605,China,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.8
TKT000840,2018-09-01,90012037,A6720160103,Germany,Product information,neutral,Low,Please provide more information about the product and available variants.,5.8
TKT000841,2018-10-01,80007196,A4620110608,South Korea,Product information,neutral,Low,Please provide more information about the product and available variants.,3.0
TKT000842,2020-09-01,90010045,A4021150405,Bangladesh,Positive,positive,Medium,The product is performing well and we are considering another order.,3.7
TKT000843,2018-10-01,70007198,A6919160302,South Korea,Product information,neutral,Medium,Please provide more information about the product and available variants.,8.5
TKT000844,2021-07-01,90022075,A2918150102,USA,Positive,positive,Low,The product is performing well and we are considering another order.,3.2
TKT000845,2018-12-01,90014136,A1920150404,Netherlands,Positive,positive,Low,The product is performing well and we are considering another order.,6.4
TKT000846,2020-01-01,90017051,A0418150101,Portugal,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.9
TKT000847,2019-03-01,90002007,A2721150704,India,Product information,neutral,Medium,Please provide more information about the product and available variants.,10.2
TKT000848,2021-02-01,90014135,A5621110405,Netherlands,Quality,neutral,Low,We need clarification about the product quality and warranty.,7.5
TKT000849,2020-02-01,90012038,A3421150606,Germany,Positive,positive,Low,The product is performing well and we are considering another order.,9.1
TKT000850,2021-01-01,90006156,A2821150802,Philiphines,Positive,positive,Medium,The product is performing well and we are considering another order.,6.3
TKT000851,2019-06-01,90020100,A4821110805,Austria,Product information,neutral,Medium,Please provide more information about the product and available variants.,13.5
TKT000852,2021-08-01,90001020,A3120150306,China,Positive,positive,Medium,The product is performing well and we are considering another order.,18.1
TKT000853,2018-10-01,90005161,A4419110407,Pakistan,Positive,positive,Low,The product is performing well and we are considering another order.,8.8
TKT000854,2019-07-01,70015152,A0418150102,Norway,Positive,positive,Medium,The product is performing well and we are considering another order.,2.5
TKT000855,2021-04-01,90015148,A6319160203,Norway,Positive,positive,Medium,The product is performing well and we are considering another order.,10.8
TKT000856,2020-11-01,70023032,A3220150404,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,17.4
TKT000857,2020-09-01,70003182,A4319110306,Indonesia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,10.1
TKT000858,2020-05-01,90017051,A0219150202,Portugal,Quality,neutral,Medium,We need clarification about the product quality and warranty.,8.0
TKT000859,2020-02-01,70012042,A5621110403,Germany,Positive,positive,Medium,The product is performing well and we are considering another order.,15.5
TKT000860,2020-02-01,90015145,A4721110707,Norway,Positive,positive,Low,The product is performing well and we are considering another order.,9.8
TKT000861,2020-01-01,90008167,A4520110508,Australia,Positive,positive,Low,The product is performing well and we are considering another order.,5.0
TKT000862,2021-08-01,90011187,A0921150603,France,Product information,neutral,Low,Please provide more information about the product and available variants.,7.7
TKT000863,2020-02-01,70019204,A3220150402,Sweden,Positive,positive,High,The product is performing well and we are considering another order.,3.0
TKT000864,2019-06-01,90004062,A5721110501,Japan,Product information,neutral,Low,Please provide more information about the product and available variants.,2.5
TKT000865,2020-03-01,70020104,A5620110402,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.7
TKT000866,2021-03-01,90014141,A1618150103,Netherlands,Product information,neutral,Low,Please provide more information about the product and available variants.,4.2
TKT000867,2021-05-01,90016176,A5721110502,Poland,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,9.2
TKT000868,2018-09-01,90023025,A0118150104,Canada,Positive,positive,High,The product is performing well and we are considering another order.,8.6
TKT000869,2018-09-01,90014141,A6319160201,Netherlands,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,7.5
TKT000870,2019-02-01,90011185,A5318110101,France,Product information,neutral,Medium,Please provide more information about the product and available variants.,9.0
TKT000871,2019-07-01,90001020,A3018150201,China,Quality,neutral,Medium,We need clarification about the product quality and warranty.,19.6
TKT000872,2020-10-01,90011185,A6018110105,France,Positive,positive,Medium,The product is performing well and we are considering another order.,1.7
TKT000873,2020-10-01,90020102,A1320150402,Austria,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,7.0
TKT000874,2019-06-01,90019203,A0418150108,Sweden,Product information,neutral,Low,Please provide more information about the product and available variants.,5.6
TKT000875,2019-05-01,90021093,A3119150302,United Kingdom,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.7
TKT000876,2020-09-01,90006153,A5721110504,Philiphines,Positive,positive,Low,The product is performing well and we are considering another order.,3.1
TKT000877,2019-09-01,90010044,A3119150301,Bangladesh,Product information,neutral,Low,Please provide more information about the product and available variants.,7.9
TKT000878,2020-08-01,90020100,A1421150503,Austria,Quality,neutral,Medium,We need clarification about the product quality and warranty.,2.3
TKT000879,2018-10-01,80007195,A0821150503,South Korea,Product information,neutral,High,Please provide more information about the product and available variants.,2.6
TKT000880,2021-08-01,90005159,A4519110501,Pakistan,Quality,neutral,Medium,We need clarification about the product quality and warranty.,2.2
TKT000881,2021-03-01,90005161,A2721150705,Pakistan,Positive,positive,Medium,The product is performing well and we are considering another order.,9.2
TKT000882,2021-08-01,70009133,A4821110806,Newzealand,Quality,neutral,Medium,We need clarification about the product quality and warranty.,0.4
TKT000883,2018-12-01,80007195,A6720160103,South Korea,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.8
TKT000884,2020-02-01,90023023,A2821150805,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,9.1
TKT000885,2019-06-01,90019202,A3420150602,Sweden,Product information,neutral,Medium,Please provide more information about the product and available variants.,15.0
TKT000886,2020-02-01,90010045,A4821110801,Bangladesh,Quality,neutral,High,We need clarification about the product quality and warranty.,2.0
TKT000887,2019-07-01,70003181,A3120150306,Indonesia,Positive,positive,Low,The product is performing well and we are considering another order.,3.9
TKT000888,2021-02-01,90019200,A1018150103,Sweden,Positive,positive,Low,The product is performing well and we are considering another order.,2.4
TKT000889,2020-01-01,90005161,A4218110207,Pakistan,Product information,neutral,High,Please provide more information about the product and available variants.,4.5
TKT000890,2019-09-01,90009129,A1521150603,Newzealand,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.5
TKT000891,2018-09-01,90018108,A3220150405,Spain,Positive,positive,Medium,The product is performing well and we are considering another order.,2.7
TKT000892,2020-11-01,90014135,A7118160101,Netherlands,Product information,neutral,Low,Please provide more information about the product and available variants.,6.9
TKT000893,2021-07-01,90017053,A5721110501,Portugal,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.5
TKT000894,2021-01-01,90001020,A0220150203,China,Positive,positive,Low,The product is performing well and we are considering another order.,3.4
TKT000895,2019-02-01,90002003,A5419110203,India,Product information,neutral,High,Please provide more information about the product and available variants.,1.5
TKT000896,2021-08-01,90012037,A2118150101,Germany,Positive,positive,Low,The product is performing well and we are considering another order.,7.2
TKT000897,2020-06-01,70016177,A7321160301,Poland,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,12.2
TKT000898,2018-12-01,90016175,A2918150101,Poland,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.0
TKT000899,2020-12-01,90013123,A4520110507,Italy,Quality,neutral,Medium,We need clarification about the product quality and warranty.,6.2
TKT000900,2021-02-01,90002006,A6120110207,India,Product information,neutral,Low,Please provide more information about the product and available variants.,15.5
TKT000901,2019-02-01,90020097,A5520110308,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,13.8
TKT000902,2021-08-01,90009128,A3220150405,Newzealand,Quality,neutral,High,We need clarification about the product quality and warranty.,4.7
TKT000903,2021-01-01,90011185,A5519110303,France,Positive,positive,Low,The product is performing well and we are considering another order.,4.2
TKT000904,2019-08-01,80001019,A3320150504,China,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.4
TKT000905,2019-10-01,80006154,A3421150605,Philiphines,Product information,neutral,Low,Please provide more information about the product and available variants.,1.6
TKT000906,2019-07-01,70008169,A4620110607,Australia,Positive,positive,Low,The product is performing well and we are considering another order.,18.8
TKT000907,2020-03-01,90006156,A5419110205,Philiphines,Quality,neutral,Low,We need clarification about the product quality and warranty.,19.0
TKT000908,2021-03-01,90019203,A6019110108,Sweden,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,9.3
TKT000909,2019-09-01,70003181,A6018110102,Indonesia,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,12.3
TKT000910,2020-02-01,90013117,A4419110407,Italy,Quality,neutral,Medium,We need clarification about the product quality and warranty.,0.4
TKT000911,2019-09-01,90002007,A1819150304,India,Positive,positive,Low,The product is performing well and we are considering another order.,4.3
TKT000912,2020-09-01,90023026,A5721110507,Canada,Positive,positive,Low,The product is performing well and we are considering another order.,5.2
TKT000913,2019-06-01,90013122,A1718150201,Italy,Quality,neutral,Low,We need clarification about the product quality and warranty.,9.2
TKT000914,2019-09-01,90023029,A1118150201,Canada,Product information,neutral,Medium,Please provide more information about the product and available variants.,12.7
TKT000915,2021-06-01,90014135,A3718150105,Netherlands,Positive,positive,High,The product is performing well and we are considering another order.,4.6
TKT000916,2021-07-01,90009132,A2721150702,Newzealand,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,0.2
TKT000917,2019-12-01,90003180,A0320150301,Indonesia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,10.5
TKT000918,2019-08-01,90017053,A3920150305,Portugal,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.1
TKT000919,2020-04-01,70009133,A3120150306,Newzealand,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.2
TKT000920,2021-07-01,90017050,A3120150305,Portugal,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.4
TKT000921,2019-03-01,70019204,A3621150802,Sweden,Product information,neutral,Low,Please provide more information about the product and available variants.,10.4
TKT000922,2021-02-01,70014142,A0321150303,Netherlands,Product information,neutral,Low,Please provide more information about the product and available variants.,2.5
TKT000923,2019-10-01,90017057,A5318110104,Portugal,Product information,neutral,High,Please provide more information about the product and available variants.,8.7
TKT000924,2020-07-01,90017049,A3019150204,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,0.9
TKT000925,2021-07-01,90016176,A0619150301,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,1.1
TKT000926,2021-01-01,90011188,A6519160401,France,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.0
TKT000927,2020-07-01,90001020,A0418150102,China,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.5
TKT000928,2019-11-01,90018105,A1420150502,Spain,Quality,neutral,Medium,We need clarification about the product quality and warranty.,9.0
TKT000929,2020-11-01,90012034,A0519150203,Germany,Positive,positive,Medium,The product is performing well and we are considering another order.,5.8
TKT000930,2021-07-01,90015145,A3718150103,Norway,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.4
TKT000931,2018-11-01,70008170,A4319110302,Australia,Product information,neutral,Medium,Please provide more information about the product and available variants.,11.7
TKT000932,2021-07-01,90005159,A5318110107,Pakistan,Product information,neutral,High,Please provide more information about the product and available variants.,5.2
TKT000933,2020-07-01,90006156,A2020150501,Philiphines,Positive,positive,Medium,The product is performing well and we are considering another order.,4.4
TKT000934,2019-03-01,90015150,A4319110306,Norway,Quality,neutral,Medium,We need clarification about the product quality and warranty.,2.1
TKT000935,2021-02-01,90016175,A1219150303,Poland,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,11.4
TKT000936,2019-06-01,90009129,A1618150103,Newzealand,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,12.1
TKT000937,2020-05-01,90023030,A1420150501,Canada,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.1
TKT000938,2019-10-01,70006157,A4218110207,Philiphines,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.5
TKT000939,2020-02-01,90004063,A6019110108,Japan,Positive,positive,Low,The product is performing well and we are considering another order.,9.6
TKT000940,2018-09-01,90001021,A1421150503,China,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.5
TKT000941,2021-04-01,90012033,A6818160201,Germany,Product information,neutral,Low,Please provide more information about the product and available variants.,3.2
TKT000942,2021-01-01,90016173,A5620110402,Poland,Quality,neutral,Low,We need clarification about the product quality and warranty.,0.5
TKT000943,2018-11-01,70010047,A6621160503,Bangladesh,Positive,positive,Low,The product is performing well and we are considering another order.,4.6
TKT000944,2020-05-01,90010045,A4620110607,Bangladesh,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.4
TKT000945,2019-11-01,90010045,A1320150403,Bangladesh,Product information,neutral,Low,Please provide more information about the product and available variants.,2.9
TKT000946,2019-12-01,90009127,A0418150101,Newzealand,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,0.1
TKT000947,2018-09-01,90018110,A3621150804,Spain,Positive,positive,High,The product is performing well and we are considering another order.,4.9
TKT000948,2021-04-01,70014142,A3019150205,Netherlands,Product information,neutral,Low,Please provide more information about the product and available variants.,1.3
TKT000949,2020-11-01,70006158,A3818150201,Philiphines,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.0
TKT000950,2021-02-01,70020104,A5318110105,Austria,Product information,neutral,Medium,Please provide more information about the product and available variants.,2.8
TKT000951,2019-05-01,90023025,A2620150605,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,11.9
TKT000952,2018-10-01,70011193,A2918150102,France,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.8
TKT000953,2018-10-01,90003180,A6120110207,Indonesia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,8.6
TKT000954,2020-08-01,90020102,A0621150308,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.9
TKT000955,2020-07-01,90015148,A2419150401,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,6.2
TKT000956,2021-08-01,90015145,A6019110107,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.1
TKT000957,2020-04-01,90012038,A6918160303,Germany,Positive,positive,Low,The product is performing well and we are considering another order.,5.6
TKT000958,2021-02-01,90020103,A5520110308,Austria,Positive,positive,Low,The product is performing well and we are considering another order.,2.0
TKT000959,2019-11-01,90023028,A6319160201,Canada,Positive,positive,High,The product is performing well and we are considering another order.,3.3
TKT000960,2021-02-01,90004065,A0418150107,Japan,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,13.8
TKT000961,2020-10-01,70016178,A6520160403,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.9
TKT000962,2019-01-01,70013125,A6419160301,Italy,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.6
TKT000963,2019-04-01,90021086,A6218160101,United Kingdom,Product information,neutral,Low,Please provide more information about the product and available variants.,5.7
TKT000964,2021-01-01,80007195,A5620110402,South Korea,Positive,positive,High,The product is performing well and we are considering another order.,6.7
TKT000965,2019-12-01,70023031,A4620110601,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,4.1
TKT000966,2020-09-01,70003181,A0821150504,Indonesia,Product information,neutral,Medium,Please provide more information about the product and available variants.,8.8
TKT000967,2019-12-01,90023022,A6620160502,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.3
TKT000968,2020-05-01,90016171,A6018110101,Poland,Quality,neutral,Low,We need clarification about the product quality and warranty.,7.5
TKT000969,2019-02-01,90005159,A5318110105,Pakistan,Positive,positive,Medium,The product is performing well and we are considering another order.,9.7
TKT000970,2020-08-01,90019201,A1319150401,Sweden,Positive,positive,Low,The product is performing well and we are considering another order.,4.3
TKT000971,2019-09-01,70016177,A2721150706,Poland,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.2
TKT000972,2019-08-01,90019203,A6718160102,Sweden,Product information,neutral,Low,Please provide more information about the product and available variants.,2.9
TKT000973,2019-04-01,90001020,A0418150107,China,Positive,positive,Low,The product is performing well and we are considering another order.,2.9
TKT000974,2018-11-01,90010046,A6921160301,Bangladesh,Positive,positive,Medium,The product is performing well and we are considering another order.,8.6
TKT000975,2020-02-01,90009129,A1420150502,Newzealand,Positive,positive,Low,The product is performing well and we are considering another order.,2.6
TKT000976,2018-12-01,90012033,A1320150402,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.8
TKT000977,2018-09-01,90020101,A2620150606,Austria,Quality,neutral,Medium,We need clarification about the product quality and warranty.,14.5
TKT000978,2018-10-01,90006156,A1018150101,Philiphines,Product information,neutral,Medium,Please provide more information about the product and available variants.,10.9
TKT000979,2018-09-01,90012038,A6819160203,Germany,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.4
TKT000980,2019-09-01,90017049,A0721150404,Portugal,Quality,neutral,High,We need clarification about the product quality and warranty.,29.7
TKT000981,2021-04-01,90019202,A6018110105,Sweden,Product information,neutral,Medium,Please provide more information about the product and available variants.,6.6
TKT000982,2021-07-01,90013117,A3220150401,Italy,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.9
TKT000983,2019-10-01,70011194,A1718150203,France,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.4
TKT000984,2018-11-01,90013120,A1618150103,Italy,Product information,neutral,Medium,Please provide more information about the product and available variants.,14.5
TKT000985,2019-02-01,90015149,A2821150801,Norway,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,6.3
TKT000986,2020-04-01,90020099,A4021150405,Austria,Positive,positive,Medium,The product is performing well and we are considering another order.,7.0
TKT000987,2021-06-01,70007199,A0621150307,South Korea,Positive,positive,High,The product is performing well and we are considering another order.,17.8
TKT000988,2019-07-01,90010044,A4821110802,Bangladesh,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,5.9
TKT000989,2020-10-01,90002010,A6620160502,India,Positive,positive,Medium,The product is performing well and we are considering another order.,7.4
TKT000990,2021-05-01,90012033,A5621110403,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.6
TKT000991,2021-08-01,90022074,A6120110207,USA,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,1.9
TKT000992,2021-04-01,70003182,A4520110507,Indonesia,Positive,positive,Medium,The product is performing well and we are considering another order.,16.3
TKT000993,2020-01-01,90021094,A5520110307,United Kingdom,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.6
TKT000994,2019-02-01,90010044,A3920150301,Bangladesh,Positive,positive,Medium,The product is performing well and we are considering another order.,2.6
TKT000995,2020-08-01,90017055,A1219150302,Portugal,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.0
TKT000996,2021-04-01,90002006,A5721110508,India,Positive,positive,Low,The product is performing well and we are considering another order.,3.9
TKT000997,2020-11-01,70019204,A5318110104,Sweden,Product information,neutral,Medium,Please provide more information about the product and available variants.,3.2
TKT000998,2021-08-01,90012040,A0921150603,Germany,Quality,neutral,Medium,We need clarification about the product quality and warranty.,3.6
TKT000999,2020-09-01,90003179,A2520150504,Indonesia,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.2
TKT001000,2019-10-01,90018114,A3521150706,Spain,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.9
TKT001001,2021-04-01,90008165,A7118160101,Australia,Positive,positive,Medium,The product is performing well and we are considering another order.,9.6
TKT001002,2019-11-01,90019203,A6620160501,Sweden,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.6
TKT001003,2019-12-01,90005160,A5318110108,Pakistan,Product information,neutral,High,Please provide more information about the product and available variants.,5.6
TKT001004,2020-05-01,70013125,A4520110504,Italy,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.0
TKT001005,2020-08-01,90015149,A2721150705,Norway,Product information,neutral,Medium,Please provide more information about the product and available variants.,0.6
TKT001006,2020-03-01,70007199,A4720110702,South Korea,Positive,positive,High,The product is performing well and we are considering another order.,4.6
TKT001007,2018-12-01,90020100,A6918160303,Austria,Product information,neutral,Medium,Please provide more information about the product and available variants.,2.9
TKT001008,2021-06-01,90013122,A7219160201,Italy,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,9.9
TKT001009,2019-10-01,90001021,A0220150203,China,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.9
TKT001010,2018-11-01,70021096,A6419160303,United Kingdom,Quality,neutral,High,We need clarification about the product quality and warranty.,6.9
TKT001011,2019-05-01,90022074,A5520110307,USA,Product information,neutral,High,Please provide more information about the product and available variants.,9.7
TKT001012,2021-02-01,90012039,A2118150101,Germany,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.2
TKT001013,2019-12-01,90023027,A5621110405,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.4
TKT001014,2021-06-01,90005159,A2520150501,Pakistan,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,11.5
TKT001015,2020-11-01,90004068,A2821150802,Japan,Product information,neutral,Medium,Please provide more information about the product and available variants.,3.7
TKT001016,2019-04-01,90002015,A1319150401,India,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.5
TKT001017,2019-04-01,90017057,A2821150806,Portugal,Positive,positive,Low,The product is performing well and we are considering another order.,4.1
TKT001018,2020-02-01,90014135,A4821110804,Netherlands,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,5.5
TKT001019,2020-02-01,70005163,A4218110208,Pakistan,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.1
TKT001020,2020-01-01,90012035,A2021150504,Germany,Quality,neutral,Medium,We need clarification about the product quality and warranty.,14.0
TKT001021,2020-07-01,90013118,A0219150202,Italy,Product information,neutral,Medium,Please provide more information about the product and available variants.,2.7
TKT001022,2020-02-01,90013119,A6119110201,Italy,Positive,positive,Medium,The product is performing well and we are considering another order.,8.2
TKT001023,2018-10-01,90005159,A5318110104,Pakistan,Positive,positive,High,The product is performing well and we are considering another order.,7.8
TKT001024,2018-10-01,90008165,A3920150305,Australia,Product information,neutral,Low,Please provide more information about the product and available variants.,2.5
TKT001025,2020-02-01,90017059,A2021150503,Portugal,Quality,neutral,Medium,We need clarification about the product quality and warranty.,14.1
TKT001026,2018-11-01,70014142,A2420150406,Netherlands,Product information,neutral,Low,Please provide more information about the product and available variants.,15.0
TKT001027,2019-04-01,90016175,A5721110503,Poland,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,7.8
TKT001028,2020-09-01,90014141,A1420150501,Netherlands,Positive,positive,Low,The product is performing well and we are considering another order.,2.3
TKT001029,2020-01-01,90001021,A3920150301,China,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,10.6
TKT001030,2019-10-01,90002011,A1618150101,India,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.2
TKT001031,2020-05-01,90016175,A2118150106,Poland,Product information,neutral,Low,Please provide more information about the product and available variants.,9.6
TKT001032,2020-09-01,90004061,A1219150302,Japan,Quality,neutral,Low,We need clarification about the product quality and warranty.,1.5
TKT001033,2020-07-01,70009134,A2918150101,Newzealand,Quality,neutral,Medium,We need clarification about the product quality and warranty.,9.1
TKT001034,2021-06-01,90012033,A6120110207,Germany,Product information,neutral,Low,Please provide more information about the product and available variants.,2.1
TKT001035,2019-01-01,70019204,A4821110807,Sweden,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.1
TKT001036,2021-03-01,90009128,A2420150406,Newzealand,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.9
TKT001037,2020-11-01,70006158,A5721110501,Philiphines,Product information,neutral,High,Please provide more information about the product and available variants.,2.4
TKT001038,2020-08-01,70010047,A6121110208,Bangladesh,Positive,positive,Low,The product is performing well and we are considering another order.,2.5
TKT001039,2019-11-01,90012038,A5621110407,Germany,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,5.3
TKT001040,2020-03-01,90022071,A4721110704,USA,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.9
TKT001041,2021-06-01,90003179,A5419110201,Indonesia,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,4.2
TKT001042,2019-08-01,90001020,A2420150406,China,Positive,positive,Medium,The product is performing well and we are considering another order.,2.1
TKT001043,2019-10-01,90023022,A3019150205,Canada,Product information,neutral,Medium,Please provide more information about the product and available variants.,6.5
TKT001044,2021-01-01,90020097,A3718150103,Austria,Quality,neutral,Low,We need clarification about the product quality and warranty.,9.2
TKT001045,2020-11-01,90010044,A2319150304,Bangladesh,Product information,neutral,High,Please provide more information about the product and available variants.,6.5
