note_id,date,customer_code,product_code,market,sales_rep,note_text,deal_stage,competitor_mentioned
CRM000679,2019-11-01,70009134,A4218110201,Newzealand,Rep-11,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000680,2021-02-01,90012038,A0519150208,Germany,Rep-29,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM000681,2018-11-01,90011187,A5520110305,France,Rep-14,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000682,2020-03-01,90018110,A4721110705,Spain,Rep-27,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000683,2018-09-01,90003180,A4520110505,Indonesia,Rep-29,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000684,2021-06-01,90011192,A4821110807,France,Rep-11,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM000685,2019-05-01,70010048,A5318110101,Bangladesh,Rep-05,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM000686,2020-01-01,70020104,A0721150401,Austria,Rep-17,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM000687,2019-06-01,90018109,A2118150104,Spain,Rep-03,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM000688,2020-08-01,90022080,A6219160103,USA,Rep-04,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000689,2020-08-01,70003182,A1521150601,Indonesia,Rep-21,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000690,2019-05-01,70007199,A1018150101,South Korea,Rep-14,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM000691,2021-07-01,90002005,A4419110405,India,Rep-21,Customer asked for more information about the premium variant.,Proposal,0
CRM000692,2020-08-01,70008169,A0418150107,Australia,Rep-14,Customer asked for more information about the premium variant.,Proposal,0
CRM000693,2020-06-01,70016177,A0118150104,Poland,Rep-26,Customer asked for more information about the premium variant.,Proposal,0
CRM000694,2018-11-01,90008166,A0621150308,Australia,Rep-14,Customer is considering a competitor because our price is higher.,Prospecting,1
CRM000695,2018-09-01,70010048,A0621150307,Bangladesh,Rep-06,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM000696,2019-03-01,80007196,A4118110102,South Korea,Rep-10,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM000697,2018-11-01,70014143,A3420150601,Netherlands,Rep-19,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000698,2020-10-01,70007198,A4319110304,South Korea,Rep-16,Customer is considering a competitor because our price is higher.,Renewal,1
CRM000699,2019-06-01,90013121,A0519150205,Italy,Rep-14,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM000700,2021-06-01,90005161,A2118150104,Pakistan,Rep-22,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000701,2020-09-01,70005163,A4118110104,Pakistan,Rep-01,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM000702,2020-12-01,90022074,A4419110407,USA,Rep-29,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000703,2019-09-01,70014142,A2721150706,Netherlands,Rep-14,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000704,2019-04-01,90018105,A4821110808,Spain,Rep-01,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM000705,2018-11-01,90022077,A4419110402,USA,Rep-08,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000706,2019-07-01,90017050,A6018110102,Portugal,Rep-26,Customer asked for more information about the premium variant.,Negotiation,0
CRM000707,2018-10-01,90002013,A3320150502,India,Rep-25,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000708,2021-05-01,90022081,A4319110304,USA,Rep-13,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000709,2021-05-01,90018114,A2118150106,Spain,Rep-22,Customer is considering a competitor because our price is higher.,Proposal,1
CRM000710,2020-01-01,90021089,A0721150404,United Kingdom,Rep-15,Customer asked for more information about the premium variant.,Renewal,0
CRM000711,2020-05-01,90012040,A5721110508,Germany,Rep-05,Customer mentioned a competitor's promotional pricing.,Prospecting,1
CRM000712,2019-12-01,90004064,A3320150505,Japan,Rep-29,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000713,2021-07-01,90012038,A6319160203,Germany,Rep-08,Customer asked for more information about the premium variant.,Renewal,0
CRM000714,2019-01-01,90001020,A0620150305,China,Rep-01,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000715,2019-11-01,70006157,A0418150102,Philiphines,Rep-28,Customer asked for more information about the premium variant.,Proposal,0
CRM000716,2020-12-01,90021092,A3220150401,United Kingdom,Rep-30,Customer asked for more information about the premium variant.,Proposal,0
CRM000717,2020-07-01,90003179,A6918160303,Indonesia,Rep-13,Customer asked for more information about the premium variant.,Negotiation,0
CRM000718,2020-12-01,90002005,A4118110102,India,Rep-07,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM000719,2021-02-01,70014142,A0418150102,Netherlands,Rep-17,Customer asked for more information about the premium variant.,Negotiation,0
CRM000720,2019-11-01,90023025,A6419160302,Canada,Rep-23,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000721,2021-04-01,90004065,A5519110303,Japan,Rep-07,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM000722,2021-02-01,90008165,A6121110208,Australia,Rep-17,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000723,2020-06-01,90023027,A2319150305,Canada,Rep-07,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000724,2021-03-01,90016176,A4721110704,Poland,Rep-15,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM000725,2019-09-01,90023023,A0118150103,Canada,Rep-14,Customer requested a better commercial offer before renewing the purchase.,Prospecting,0
CRM000726,2020-04-01,90011185,A1219150301,France,Rep-11,Customer asked for more information about the premium variant.,Proposal,0
CRM000727,2021-03-01,90012041,A3220150404,Germany,Rep-25,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000728,2019-02-01,90004065,A6818160202,Japan,Rep-26,Customer asked for more information about the premium variant.,Negotiation,0
CRM000729,2019-07-01,90018108,A1521150601,Spain,Rep-14,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM000730,2021-02-01,90009127,A4720110701,Newzealand,Rep-21,Customer asked for more information about the premium variant.,Renewal,0
CRM000731,2021-06-01,90009130,A3920150303,Newzealand,Rep-04,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000732,2020-11-01,90004068,A6119110201,Japan,Rep-20,Customer asked for more information about the premium variant.,Renewal,0
CRM000733,2021-01-01,90017049,A6818160202,Portugal,Rep-01,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000734,2020-02-01,70012043,A1018150103,Germany,Rep-30,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000735,2020-02-01,90005159,A5621110407,Pakistan,Rep-07,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM000736,2020-08-01,90006153,A4721110704,Philiphines,Rep-03,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM000737,2021-01-01,90021087,A6119110203,United Kingdom,Rep-21,Customer is considering a competitor because our price is higher.,Prospecting,1
CRM000738,2020-01-01,90005161,A1421150503,Pakistan,Rep-09,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000739,2019-05-01,90013118,A2821150801,Italy,Rep-17,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000740,2021-08-01,90011192,A5721110503,France,Rep-16,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000741,2021-03-01,90017056,A4020150401,Portugal,Rep-11,Customer mentioned a competitor's promotional pricing.,Prospecting,1
CRM000742,2020-02-01,70016178,A7220160202,Poland,Rep-01,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM000743,2020-07-01,70007199,A2118150106,South Korea,Rep-25,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000744,2019-07-01,90011188,A5419110208,France,Rep-28,Customer asked for more information about the premium variant.,Qualified,0
CRM000745,2019-08-01,80001019,A4821110801,China,Rep-27,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000746,2020-08-01,90023028,A0519150201,Canada,Rep-23,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM000747,2020-09-01,90003180,A4319110305,Indonesia,Rep-14,Customer is considering a competitor because our price is higher.,Renewal,1
CRM000748,2018-12-01,90018106,A1219150302,Spain,Rep-21,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000749,2019-09-01,90004068,A2721150706,Japan,Rep-17,Customer is considering a competitor because our price is higher.,Prospecting,1
CRM000750,2019-02-01,90016173,A0721150403,Poland,Rep-24,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000751,2020-10-01,80007195,A2219150205,South Korea,Rep-19,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM000752,2020-06-01,70010048,A0721150404,Bangladesh,Rep-01,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000753,2019-02-01,70015151,A3019150204,Norway,Rep-25,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000754,2021-08-01,90015149,A4721110705,Norway,Rep-13,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM000755,2019-10-01,90022074,A2319150306,USA,Rep-17,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000756,2020-08-01,90013120,A2219150205,Italy,Rep-09,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000757,2020-06-01,70006157,A4319110305,Philiphines,Rep-06,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000758,2019-03-01,90018108,A4821110804,Spain,Rep-10,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM000759,2019-01-01,90017053,A3220150405,Portugal,Rep-03,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM000760,2021-02-01,90013119,A2721150705,Italy,Rep-14,Customer asked for more information about the premium variant.,Renewal,0
CRM000761,2021-03-01,90001020,A4821110801,China,Rep-05,Customer is considering a competitor because our price is higher.,Prospecting,1
CRM000762,2018-11-01,90014140,A2918150102,Netherlands,Rep-17,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000763,2020-02-01,90021095,A4721110706,United Kingdom,Rep-09,Customer is considering a competitor because our price is higher.,Renewal,1
CRM000764,2021-08-01,90021088,A1718150201,United Kingdom,Rep-13,Customer asked for more information about the premium variant.,Negotiation,0
CRM000765,2020-04-01,90019201,A5318110107,Sweden,Rep-26,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM000766,2019-10-01,70009133,A2821150805,Newzealand,Rep-12,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000767,2020-06-01,90005161,A5621110408,Pakistan,Rep-06,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000768,2021-01-01,90022073,A1718150201,USA,Rep-30,Customer asked for more information about the premium variant.,Prospecting,0
CRM000769,2020-08-01,90021086,A3621150804,United Kingdom,Rep-11,Customer requested a better commercial offer before renewing the purchase.,Prospecting,0
CRM000770,2019-06-01,90004068,A0621150308,Japan,Rep-14,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM000771,2020-05-01,90011189,A4821110806,France,Rep-07,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000772,2018-11-01,90014136,A3320150506,Netherlands,Rep-15,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000773,2018-10-01,90011191,A2721150702,France,Rep-04,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000774,2021-05-01,90011185,A5318110103,France,Rep-21,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000775,2019-10-01,70013125,A0418150101,Italy,Rep-23,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM000776,2021-07-01,90008165,A4520110506,Australia,Rep-14,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000777,2019-04-01,90013119,A1919150401,Italy,Rep-21,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000778,2019-12-01,90012038,A6620160502,Germany,Rep-26,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM000779,2020-03-01,90017059,A5419110202,Portugal,Rep-17,Customer asked for more information about the premium variant.,Qualified,0
CRM000780,2018-10-01,90014141,A2721150706,Netherlands,Rep-16,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000781,2018-11-01,90004064,A3819150205,Japan,Rep-30,Customer asked for more information about the premium variant.,Proposal,0
CRM000782,2021-06-01,70023032,A1521150603,Canada,Rep-19,Customer asked for more information about the premium variant.,Qualified,0
CRM000783,2018-11-01,90023025,A4021150405,Canada,Rep-21,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000784,2019-02-01,70010048,A0921150604,Bangladesh,Rep-06,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM000785,2019-03-01,90011185,A5318110101,France,Rep-06,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000786,2018-12-01,90021086,A2319150302,United Kingdom,Rep-02,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM000787,2021-05-01,70020104,A4720110702,Austria,Rep-27,Customer is considering a competitor because our price is higher.,Proposal,1
CRM000788,2020-03-01,70004070,A6218160102,Japan,Rep-07,Customer mentioned a competitor's promotional pricing.,Prospecting,1
CRM000789,2019-03-01,70005163,A0620150303,Pakistan,Rep-01,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000790,2019-03-01,90015148,A6119110202,Norway,Rep-30,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000791,2021-05-01,90021093,A0321150303,United Kingdom,Rep-18,Customer is considering a competitor because our price is higher.,Proposal,1
CRM000792,2021-07-01,90007197,A1521150602,South Korea,Rep-02,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM000793,2020-04-01,90023029,A6419160303,Canada,Rep-30,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM000794,2019-03-01,80007195,A4319110304,South Korea,Rep-16,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM000795,2018-10-01,90014136,A4218110204,Netherlands,Rep-27,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM000796,2018-10-01,90008168,A0418150101,Australia,Rep-09,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000797,2019-11-01,80001019,A4721110706,China,Rep-28,Customer asked for more information about the premium variant.,Proposal,0
CRM000798,2019-10-01,70009134,A2319150306,Newzealand,Rep-02,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM000799,2019-03-01,90018112,A0118150103,Spain,Rep-30,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000800,2018-11-01,80007196,A1919150401,South Korea,Rep-26,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM000801,2021-06-01,90021090,A2020150501,United Kingdom,Rep-09,Customer asked for more information about the premium variant.,Proposal,0
CRM000802,2019-08-01,70003182,A4218110202,Indonesia,Rep-26,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM000803,2020-04-01,90017057,A7019160401,Portugal,Rep-25,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM000804,2019-03-01,90012041,A4419110408,Germany,Rep-21,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM000805,2019-11-01,90017049,A2620150604,Portugal,Rep-09,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM000806,2018-12-01,90013121,A3120150304,Italy,Rep-04,Customer is considering a competitor because our price is higher.,Proposal,1
CRM000807,2020-03-01,80001019,A1118150202,China,Rep-29,Customer asked for more information about the premium variant.,Renewal,0
CRM000808,2021-06-01,90005159,A4821110805,Pakistan,Rep-19,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000809,2020-09-01,70017060,A1920150404,Portugal,Rep-01,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM000810,2019-02-01,90013123,A1320150402,Italy,Rep-23,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM000811,2019-02-01,90020101,A5621110408,Austria,Rep-03,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM000812,2020-12-01,70015151,A4218110205,Norway,Rep-21,Customer asked for more information about the premium variant.,Negotiation,0
CRM000813,2019-04-01,70020104,A2020150501,Austria,Rep-16,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000814,2019-09-01,90005160,A3718150105,Pakistan,Rep-10,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000815,2020-11-01,90022080,A0418150103,USA,Rep-08,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000816,2019-03-01,70010047,A3119150301,Bangladesh,Rep-18,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM000817,2021-05-01,90008165,A4020150401,Australia,Rep-15,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM000818,2019-12-01,70005163,A3621150804,Pakistan,Rep-10,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000819,2020-05-01,90009132,A4519110502,Newzealand,Rep-01,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000820,2021-08-01,90008166,A1420150502,Australia,Rep-03,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM000821,2021-04-01,90001020,A4721110707,China,Rep-21,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000822,2019-02-01,70014143,A4419110402,Netherlands,Rep-22,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM000823,2019-12-01,90004063,A4721110707,Japan,Rep-18,Customer is satisfied with the product and is considering expanding the order.,Prospecting,0
CRM000824,2021-03-01,90008164,A2721150702,Australia,Rep-13,Customer asked for more information about the premium variant.,Prospecting,0
CRM000825,2021-07-01,90003180,A5621110408,Indonesia,Rep-08,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000826,2019-09-01,90013121,A6019110107,Italy,Rep-08,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000827,2019-11-01,90011189,A6520160403,France,Rep-20,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000828,2020-12-01,90009127,A3320150506,Newzealand,Rep-14,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM000829,2020-09-01,90016176,A2219150204,Poland,Rep-11,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM000830,2020-12-01,70003182,A4218110202,Indonesia,Rep-15,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000831,2021-04-01,90012037,A1919150403,Germany,Rep-26,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM000832,2018-09-01,70008170,A1219150302,Australia,Rep-09,Customer raised concerns about product availability and delayed delivery.,Prospecting,0
CRM000833,2019-04-01,90005159,A5318110103,Pakistan,Rep-15,Customer asked for more information about the premium variant.,Qualified,0
CRM000834,2021-01-01,90018110,A6419160303,Spain,Rep-15,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000835,2019-06-01,90009127,A0418150101,Newzealand,Rep-13,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000836,2020-01-01,90010046,A0621150308,Bangladesh,Rep-21,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000837,2021-07-01,90012035,A0118150102,Germany,Rep-08,Customer is considering a competitor because our price is higher.,Proposal,1
CRM000838,2018-11-01,90009128,A5621110403,Newzealand,Rep-27,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM000839,2018-11-01,70006157,A0418150101,Philiphines,Rep-11,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000840,2020-05-01,90011189,A1618150104,France,Rep-13,Customer asked for more information about the premium variant.,Proposal,0
CRM000841,2019-12-01,90019201,A5419110201,Sweden,Rep-30,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000842,2019-11-01,70008169,A2918150106,Australia,Rep-11,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000843,2021-02-01,90018108,A2118150102,Spain,Rep-13,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM000844,2019-12-01,90003179,A3920150301,Indonesia,Rep-21,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000845,2019-04-01,90023023,A5318110105,Canada,Rep-04,Customer asked for more information about the premium variant.,Qualified,0
CRM000846,2020-08-01,90016175,A0418150108,Poland,Rep-15,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000847,2019-12-01,90002008,A1119150203,India,Rep-28,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000848,2021-08-01,90017053,A1219150301,Portugal,Rep-05,Customer asked for more information about the premium variant.,Proposal,0
CRM000849,2021-02-01,90020098,A3521150704,Austria,Rep-16,Customer asked for more information about the premium variant.,Proposal,0
CRM000850,2020-08-01,90021095,A0619150301,United Kingdom,Rep-25,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000851,2018-11-01,90021088,A2821150802,United Kingdom,Rep-09,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000852,2020-11-01,90014135,A5419110201,Netherlands,Rep-05,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000853,2019-05-01,80006155,A3420150602,Philiphines,Rep-09,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM000854,2020-02-01,90012034,A4519110502,Germany,Rep-11,Customer is considering a competitor because our price is higher.,Renewal,1
CRM000855,2020-03-01,70010048,A5520110308,Bangladesh,Rep-30,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM000856,2018-11-01,90021093,A6918160303,United Kingdom,Rep-19,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000857,2021-06-01,70017060,A5519110302,Portugal,Rep-02,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM000858,2020-06-01,90001020,A5520110305,China,Rep-09,Customer mentioned a competitor's promotional pricing.,Renewal,1
CRM000859,2020-05-01,90022082,A4519110502,USA,Rep-27,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000860,2021-01-01,90002001,A6119110203,India,Rep-08,Customer asked for more information about the premium variant.,Prospecting,0
CRM000861,2020-01-01,90010045,A6218160102,Bangladesh,Rep-03,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000862,2020-06-01,90016176,A4620110607,Poland,Rep-13,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM000863,2019-05-01,90018109,A0519150207,Spain,Rep-30,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM000864,2019-11-01,90013124,A0118150101,Italy,Rep-21,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM000865,2018-12-01,90022083,A3521150704,USA,Rep-19,Customer is considering a competitor because our price is higher.,Renewal,1
CRM000866,2019-07-01,90016171,A3018150202,Poland,Rep-23,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000867,2019-11-01,70019204,A0619150301,Sweden,Rep-29,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000868,2021-08-01,70012043,A0418150103,Germany,Rep-19,Customer asked for more information about the premium variant.,Negotiation,0
CRM000869,2021-05-01,90022075,A5318110104,USA,Rep-17,Customer asked for more information about the premium variant.,Negotiation,0
CRM000870,2021-07-01,90020103,A3521150704,Austria,Rep-14,Customer mentioned a competitor's promotional pricing.,Prospecting,1
CRM000871,2020-02-01,90014135,A4821110804,Netherlands,Rep-13,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000872,2019-04-01,90003179,A4620110604,Indonesia,Rep-09,Customer asked for more information about the premium variant.,Proposal,0
CRM000873,2019-02-01,90018112,A3120150306,Spain,Rep-21,Customer requested a better commercial offer before renewing the purchase.,Renewal,0
CRM000874,2020-10-01,70002018,A4218110201,India,Rep-21,Customer is satisfied with the product and is considering expanding the order.,Negotiation,0
CRM000875,2018-09-01,90005161,A6718160102,Pakistan,Rep-17,Customer mentioned a competitor's promotional pricing.,Qualified,1
CRM000876,2020-04-01,70008169,A0118150104,Australia,Rep-30,Customer mentioned a competitor's promotional pricing.,Negotiation,1
CRM000877,2021-07-01,90002011,A3421150604,India,Rep-13,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000878,2018-12-01,90011187,A3119150301,France,Rep-12,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000879,2020-12-01,70014142,A0418150108,Netherlands,Rep-15,Customer is considering a competitor because our price is higher.,Proposal,1
CRM000880,2021-02-01,70002018,A5721110504,India,Rep-23,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000881,2020-10-01,70002017,A1919150403,India,Rep-04,Customer is satisfied with the product and is considering expanding the order.,Proposal,0
CRM000882,2020-11-01,90011189,A4218110207,France,Rep-28,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000883,2019-05-01,90009130,A2219150205,Newzealand,Rep-14,Customer raised concerns about product availability and delayed delivery.,Negotiation,0
CRM000884,2020-11-01,90005160,A5721110508,Pakistan,Rep-22,Customer is considering a competitor because our price is higher.,Prospecting,1
CRM000885,2020-05-01,90011186,A2219150204,France,Rep-17,Customer is considering a competitor because our price is higher.,Qualified,1
CRM000886,2021-01-01,90005162,A5318110107,Pakistan,Rep-20,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000887,2019-06-01,70004069,A0418150105,Japan,Rep-25,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM000888,2019-07-01,90004065,A6121110208,Japan,Rep-12,Customer raised concerns about product availability and delayed delivery.,Qualified,0
CRM000889,2021-05-01,70014143,A4318110301,Netherlands,Rep-06,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM000890,2020-05-01,90019202,A2918150106,Sweden,Rep-30,Customer is satisfied with the product and is considering expanding the order.,Qualified,0
CRM000891,2019-12-01,90001020,A6018110103,China,Rep-21,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000892,2020-11-01,90014141,A6620160501,Netherlands,Rep-15,Customer raised concerns about product availability and delayed delivery.,Renewal,0
CRM000893,2021-06-01,70017060,A4419110407,Portugal,Rep-19,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
CRM000894,2021-02-01,90017054,A4118110102,Portugal,Rep-06,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM000895,2019-06-01,90009132,A3521150705,Newzealand,Rep-07,Customer is considering a competitor because our price is higher.,Proposal,1
CRM000896,2019-11-01,90020101,A2721150706,Austria,Rep-26,Customer is considering a competitor because our price is higher.,Negotiation,1
CRM000897,2020-03-01,90004066,A3018150201,Japan,Rep-08,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000898,2020-09-01,90013124,A2218150201,Italy,Rep-20,Customer asked for more information about the premium variant.,Qualified,0
CRM000899,2020-03-01,90006153,A0619150302,Philiphines,Rep-07,Customer asked for more information about the premium variant.,Proposal,0
CRM000900,2020-02-01,70003182,A0619150302,Indonesia,Rep-16,Customer raised concerns about product availability and delayed delivery.,Proposal,0
CRM000901,2021-05-01,90012034,A4419110407,Germany,Rep-03,Customer requested a better commercial offer before renewing the purchase.,Proposal,0
CRM000902,2018-11-01,90002015,A1420150501,India,Rep-14,Customer mentioned a competitor's promotional pricing.,Proposal,1
CRM000903,2021-01-01,90016174,A4118110104,Poland,Rep-24,Customer requested a better commercial offer before renewing the purchase.,Qualified,0
CRM000904,2019-11-01,90014141,A4721110705,Netherlands,Rep-10,Customer asked for more information about the premium variant.,Qualified,0
CRM000905,2018-11-01,90022082,A3521150704,USA,Rep-05,Customer is considering a competitor because our price is higher.,Renewal,1
CRM000906,2020-10-01,90002009,A1919150401,India,Rep-20,Customer is satisfied with the product and is considering expanding the order.,Renewal,0
CRM000907,2020-03-01,70009134,A3220150404,Newzealand,Rep-23,Customer requested a better commercial offer before renewing the purchase.,Negotiation,0
